course,campus,class_number,component,auto_enrolls,days,times,location,waitlist,instructor,enrolled,limit
ENGR 1197.01,,8176.0,L,,,,,,{7W2},0,0
ENGR 1197.01,,8186.0,R,,,,,,,0,72
ENGR 1221,,8060.0,L,,M W,245P-0205,HI0346,,"M.Smith, A.Baruah (GY), E.Spiewak (GY)",36,36
ENGR 1221,,8061.0,L,,M W,220P-0340,HI0346,,"M.Smith, C.Gibson (GY), A.Benzigar (GY)",35,36
ENGR 1221,,8062.0,L,,M W,355P-0515,HI0346,,"M.Smith, J.Czerski (GY), N.Fickert (GY)",36,36
ENGR 1221,,8063.0,L,,T R,800A-0920,HI0346,,,0,0
ENGR 1221,,8116.0,L,,T R,935A-1055,HI0346,,"M.Smith, A.Baruah (GY), B.Fernandez Castro (GY)",36,36
ENGR 1221,,8117.0,L,,T R,220P-0340,HI0346,,"M.Smith, T.Ashfaque (GY), C.Riegler (GY)",35,36
ENGR 1221,,8163.0,L,,T R,355P-0515,HI0346,,,0,0
ENGR 1221,,12736.0,L,,T  F,245P-0205,HI0346,,"J.Thomas, M.Huber (GY), J.Slywczak (GY)",35,36
ENGR 1221,,11288.0,L,,,,,,,0,0
ENGR 1221,,11287.0,L,,,,,,,0,0
ENGR 1282.01H,,8065.0,L,,M W F,800A-1005,HI0214,,"J.Toney, A.Exley (TA), T.Somi Reddy (GY), E.Snyder (GY), O.Maynard (GY)",35,36
ENGR 1282.01H,,8066.0,L,,M W F,910A-1115,HI0206,,"O.Bulut, E.Woodhouse (TA), A.Atchley (GY), V.Deshmukh (GY), K.Christ (GY)",35,36
ENGR 1282.01H,,8067.0,L,,M W F,020A-1225,HI0214,,"J.Joll, A.Vadlamani (TA), S.Broelmann (GY), M.Lambert (GY), A.Fitzsimmons (GY)",35,36
ENGR 1282.01H,,8068.0,L,,M W F,130A-0135,HI0206,,"O.Bulut, E.Woodhouse (TA), L.Beckley (GY), F.Rinaldi (GY), V.Dave (GY)",36,36
ENGR 1282.01H,,8069.0,L,,M W F,240P-0245,HI0214,,"P.Clingan, L.Rumreich (TA), R.Kasibhatla (GY), S.Weiss (GY), J.Molitor (GY)",36,36
ENGR 1282.01H,,8070.0,L,,M W F,150P-0355,HI0206,,"J.Joll, A.Felderean (TA), A.Chittari (GY), J.Wiencek (GY), T.Menkurkar (GY)",35,36
ENGR 1282.01H,,8071.0,L,,M W F,300P-0505,HI0214,,"E.Casale, A.Exley (TA), E.Teneva (GY), A.Palmer (GY), S.Dockstader (GY)",33,36
ENGR 1282.01H,,8072.0,L,,M W F,410P-0615,HI0206,,"P.Clingan, A.Felderean (TA), N.Futoryansky (GY), M.Cech (GY), T.Hamilton (GY)",21,36
ENGR 1282.01H,,8183.0,L,,M W F,520P-0725,HI0214,,,0,0
ENGR 1282.02H,,8064.0,L,,M W F,800A-1005,HI0216,,,0,0
ENGR 1282.02H,,8104.0,L,,M W F,020A-1225,HI0216,,"A.Kramer, P.Kowalski (TA), A.Kashani Motlagh (GY), N.Gulick (GY), B.Mailer (GY)",33,36
ENGR 1282.02H,,34575.0,L,,M W F,240P-0245,HI0216,,"M.El Hamahmy, S.Koppula (GY), M.Messner (GY), E.Furjanic (GY), P.Kowalski (TA)",29,32
ENGR 1282.02H,,34578.0,L,,M W F,300P-0505,HI0216,,"M.El Hamahmy, J.Passerallo (GY), A.Nault (TA), B.Barrett (GY), R.Mahajan (GY)",27,32
ENGR 1282.04H,,8155.0,L,,M W F,240P-0245,SM3101,,"K.Kennedy, A.Patel (GY), B.Bogdanski (GY), J.Sussman (GY), C.Huber (TA), J.Toney",34,36
ENGR 1282.04H,,12376.0,L,,M W F,020A-1225,HI0346,,"J.Toney, C.Huber (TA), A.Ackermann (GY), M.Heathcote (GY), S.Frederick (GY), R.Bailey",37,36
ENGR 1300,,12397.0,L,,M W,935A-1055,SM1076,,J.Tichgelaar,25,24
ENGR 1300,,12398.0,L,,M W,245P-0205,CL0115,,J.Tichgelaar,24,24
ENGR 1300,,36234.0,L,,M W,220P-0340,CL0135,,J.Tichgelaar,24,24
ENGR 1510,,11621.0,L,,T R,430P,BE0136,,"{7W1} G.Jeter-Bennett, R.Parker",0,34
ENGR 1510,,38213.0,L,,T R,430P,CL0220,,"{7W2} G.Jeter-Bennett, R.Parker",0,34
ENGR 1510,,11622.0,L,,T R,430P,BE0136,,"{7W2} R.Parker, G.Jeter-Bennett",6,34
ENGR 1510,,38211.0,L,,T R,430P,CL0220,,"{7W1} G.Jeter-Bennett, R.Parker",6,34
ENGR 1510,,12054.0,L,,W F,430P,BE0136,,"{7W1} R.Parker, G.Jeter-Bennett",2,34
ENGR 1510,,38214.0,L,,W F,430P,CL0133,,"{7W2} G.Jeter-Bennett, R.Parker",2,34
ENGR 1510,,12055.0,L,,W F,430P,BE0136,,"{7W2} R.Parker, G.Jeter-Bennett",0,34
ENGR 1510,,38212.0,L,,W F,430P,CL0133,,"{7W1} G.Jeter-Bennett, R.Parker",2,34
ENGR 2194,,37560.0,L,,W,300P-0350,BO0313,,"{7W2} G.Jeter-Bennett, R.Pelan",12,25
ENGR 2194,,37750.0,L,,T R,220P-0320,,,,0,50
ENGR 2194,,37753.0,L,,T R,110A-1230,,,,0,50
ENGR 2231,,12056.0,L,,M,700P,,,S.Zia,2,25
ENGR 2300,,12399.0,L,,,,,,,0,24
ENGR 2300,,12400.0,L,,,,,,,0,24
ENGR 2300,,12407.0,L,,,,,,,0,24
ENGR 2301,,12393.0,L,,T R,210P-0200,SOE0245,,D.Kuzawa,24,24
ENGR 2301,,12394.0,L,,,,,,,0,0
ENGR 2301,,12395.0,L,,T R,005A-1155,SM3101,,L.Wahlin,24,24
ENGR 2301,,12396.0,L,,T R,215P-0405,SM3101,,L.Wahlin,24,24
ENGR 2301,,12769.0,L,,W F,210P-0200,SM2006,,J.Herman,24,24
ENGR 2301,,36232.0,L,,M W,210P-0200,SM1180,,D.Kuzawa,24,24
ENGR 2301,,36233.0,L,,M W,515P-0705,ONLINE,,J.Patton,23,24
ENGR 2367,,8114.0,L,,,,,,,0,0
ENGR 2367,,8115.0,L,,,,,,,0,24
ENGR 2367,,8055.0,L,,,,,,,0,24
ENGR 2367,,8056.0,L,,,,,,,0,24
ENGR 2367,,8057.0,L,,,,,,,0,24
ENGR 2367,,8119.0,L,,,,,,,0,24
ENGR 2367,,8120.0,L,,,,,,,0,24
ENGR 2367,,8058.0,L,,,,,,,0,24
ENGR 2367,,8059.0,L,,,,,,,0,24
ENGR 2367,,8158.0,L,,,,,,,0,24
ENGR 2367,,8198.0,L,,,,,,,0,24
ENGR 2367.01H,,8121.0,L,,,,,,,0,24
ENGR 2797.01,,8124.0,F,,,,,,D.Hempson,0,20
ENGR 2797.02,,8125.0,F,,,,,,D.Hempson,0,20
ENGR 2797.03,,8126.0,F,,,,,,D.Hempson,0,20
ENGR 2797.04,,8127.0,F,,,,,,D.Hempson,0,20
ENGR 2797.05,,8128.0,F,,,,,,D.Hempson,0,20
ENGR 2797.06,,8129.0,F,,,,,,D.Hempson,0,20
ENGR 2797.07,,8130.0,F,,,,,,D.Hempson,0,20
ENGR 2797.08,,8131.0,F,,,,,,D.Hempson,0,20
ENGR 2797.09,,8132.0,F,,,,,,D.Hempson,0,20
ENGR 2797.10,,8133.0,F,,,,,,D.Hempson,0,20
ENGR 4191,,8106.0,L,,MTWRF,410P-0515,HI0306,,"K.Arenschield, C.Sievert",33,35
ENGR 4191,,8108.0,L,,MTWR,530P-0730,HI0306,,"K.Arenschield, C.Sievert",33,48
ENGR 4191,,8107.0,L,,MTW,730P-0830,ONLINE,,"K.Arenschield, C.Sievert",0,998
ENGR 4191,,8118.0,L,,,,,,"{7W2} K.Arenschield, C.Sievert",2,30
ENGR 4191,,12827.0,L,,,,ONLINE,,"K.Arenschield, C.Sievert",2,100
ENGR 4998.01,,8188.0,I,,T  F,800A,,,P.Herak,0,10
ENGR 5081.01,,12830.0,L,,,,,,,0,0
ENGR 5081.02,,8153.0,L,,T R,935A-1055,PS0035,,"R.Rhoads, L.Hall",11,60
ENGR 5081.02,,8154.0,L,,T R,935A-1055,PS0035,,"R.Rhoads, L.Hall",0,60
ENGR 5797.01,,8134.0,F,,,,,,L.Callihan,0,100
ENGR 5797.02,,8135.0,F,,,,,,L.Callihan,0,100
ENGR 5797.03,,8136.0,F,,,,,,L.Callihan,0,100
ENGR 5797.04,,8137.0,F,,,,,,L.Callihan,0,100
ENGR 5797.04,,8165.0,F,,,,,,D.Hempson,0,1
ENGR 5797.05,,8138.0,F,,,,,,L.Callihan,0,100
ENGR 5797.06,,8139.0,F,,,,,,L.Callihan,0,100
ENGR 5797.07,,8140.0,F,,,,,,L.Callihan,0,100
ENGR 5797.08,,8141.0,F,,,,,,L.Callihan,0,100
ENGR 5797.09,,8142.0,F,,,,,,L.Callihan,0,100
ENGR 5797.10,,8143.0,F,,,,,,L.Callihan,0,100
ENGR 5797.11S,,8178.0,F,,,,,,,0,20
ENGR 5797.21S,,8171.0,L,,F,900A-1020,BO0311,,"P.Sours, M.Hagenberger",9,20
ENGR 5797.21S,,8172.0,F,,F,900A-1020,BO0311,,"P.Sours, M.Hagenberger",0,36
ENGR 5797.22S,,8196.0,F,,T R,110A-1230,SM3011,,"A.Jayakumar, R.Brooks",15,20
ENGR 5797.22S,,12058.0,F,,,,,,,0,5
ENGR 5797.22S,,8197.0,F,,T R,110A-1230,SM3011,,"A.Jayakumar, R.Brooks",0,5
ENGR 5797.24,,8194.0,L,,M W,110A-1230,SM3101,,"P.Sours, C.Vance",10,18
ENGR 5797.24,,8195.0,L,,M W,110A-1230,SM3101,,"P.Sours, C.Vance",0,18
ENGR 5797.25,,11800.0,L,,W,020A,CL0133,,M.Dreher,23,40
ENGR 5797.25,,11337.0,L,,W,020A,CL0133,,M.Dreher,0,30
ENGR 5902.01,,8053.0,L,,T R,935A-1055,PS0035,,"R.Rhoads, L.Hall",39,60
ENGR 5902.01,,8152.0,L,,T R,935A-1055,PS0035,,"R.Rhoads, L.Hall",0,10
ENGR 5902.02H,,8162.0,L,,M W,935A-1055,SM3101,,K.Kennedy,32,40
ENGR 6210,,8201.0,L,,,,ONLINE,,J.Slavinski,35,0
ENGR 6240,,11869.0,L,,,,ONLINE,,S.Goodwin,18,20
ENGR 7193,,8177.0,L,,,,,,R.Kajfez,0,999
ENGR 7710,,11289.0,L,,T R,110A-1230,EC0306,,J.Herman,10,12
ENGR 8998,,8193.0,L,,,,,,R.Kajfez,0,10
ENGR 8999,,8168.0,L,,,,,,R.Kajfez,0,999
ENGR 8999,,8169.0,L,,,,,,D.Delaine,0,999
ENGR 8999,,8170.0,L,,,,,,D.Grzybowski,0,999
ENGR 8999,,8174.0,L,,,,,,E.Dringenberg,0,999
ENGR 8999,,8192.0,L,,,,,,A.Christy,0,999
ENGR 1182.01,LMA,8112.0,L,,M W,905A,EMC0113,,A.Shoup,17,40
ENGR 1182.01,LMA,8113.0,B,( 8112),F,905A-1105,EMC0113,,,17,40
ENGR 2301,LMA,35214.0,L,,M W,245P-0435,ONLINE,,D.Gall-Maynard,21,30
ENGR 1181.01,MNS,8047.0,L,,M W,945A-1055,OV0458,,W.Li,12,24
ENGR 1181.01,MNS,8048.0,B,( 8047),F,945A-1105,OV0458,,,12,24
ENGR 1182.01,MNS,8049.0,L,,M W,120A-1230,OV0458,,W.Li,24,24
ENGR 1182.01,MNS,8050.0,B,( 8049),F,125A-1245,OV0458,,,24,24
ENGR 2301,MNS,36639.0,L,,M W,245P-0435,ONLINE,,D.Gall-Maynard,10,10
ENGR 1181.01,MRN,8044.0,B,,R,820A-0940,MSE0245,,R.Abhinavam Kailasanathan,25,24
ENGR 1182.01,MRN,8045.0,L,,F,900A-1020,MSE0225,,A.Annasiwatta,26,24
ENGR 1182.01,MRN,8046.0,L,,W,130P-0250,MSE0225,,R.Abhinavam Kailasanathan,6,24
ENGR 1181.01,NWK,8144.0,L,( 8145),T R,415P,AF0170,,A.Soliman,24,24
ENGR 1181.01,NWK,8145.0,B,,W,355P-0515,AF0170,,A.Soliman (GR),24,24
ENGR 1182.01,NWK,8051.0,L,( 8052),T R,245P,LF0121,,J.Janiszewska,20,21
ENGR 1182.01,NWK,8052.0,B,,W,245P-0205,LF0121,,J.Janiszewska (GR),20,21
ENGR 1182.01,NWK,8184.0,L,( 8185),T R,245P,LF0124,,S.Soto-Caban,21,21
ENGR 1182.01,NWK,8185.0,B,,W,245P-0205,LF0124,,"S.Soto-Caban (GR), M.Kaercher",21,21
ENGR 1182.01,NWK,8179.0,L,( 8180),T R,305P,LF0121,,J.Janiszewska,12,21
ENGR 1182.01,NWK,8180.0,B,,W,220P-0340,LF0121,,J.Janiszewska (GR),12,21
ENGR 1182.01,NWK,8181.0,L,( 8182),T R,415P,LF0121,,J.Janiszewska,17,21
ENGR 1182.01,NWK,8182.0,B,,W,355P-0515,LF0121,,J.Janiszewska (GR),17,21
ENGR 1182.01,NWK,12578.0,L,(12579),T R,155P,LF0124,,S.Soto-Caban,19,21
ENGR 1182.01,NWK,12579.0,B,,M,935A-1055,LF0124,,"S.Soto-Caban (GR), M.Kaercher",19,21
BIOPHRM 3312,,1454.0,L,,T R,220P-0340,HM0270,,L.Wu,55,100
BIOPHRM 4998,,3142.0,B,,,,,,T.Fu,0,10
BIOPHRM 4998,,2180.0,B,,,,,,M.Mihaylova,0,10
BIOPHRM 4998,,2175.0,B,,,,,,C.Bell,0,10
BIOPHRM 4998,,2174.0,B,,,,,,J.Goldman,1,10
BIOPHRM 4998,,2176.0,B,,,,,,S.Kolb,2,10
BIOPHRM 4998,,2177.0,B,,,,,,K.Mykytyn,2,10
BIOPHRM 4998,,2178.0,B,,,,,,A.Burghes,0,10
BIOPHRM 4998,,2179.0,B,,,,,,M.Kearse,0,10
BIOPHRM 4998,,2665.0,B,,,,,,J.Kuret,0,10
BIOPHRM 4998,,3110.0,B,,,,,,W.Tang,0,10
BIOPHRM 4998H,,2256.0,B,,,,,,J.Goldman,0,10
BIOPHRM 4998H,,2257.0,B,,,,,,J.Kuret,0,10
BIOPHRM 4998H,,2258.0,B,,,,,,M.Mihaylova,0,10
BIOPHRM 4998H,,2259.0,B,,,,,,A.Burghes,0,10
BIOPHRM 4998H,,2260.0,B,,,,,,W.Tang,0,10
BIOPHRM 4998H,,2261.0,B,,,,,,M.Kearse,0,10
BIOPHRM 4998H,,2262.0,B,,,,,,K.Mykytyn,0,10
BIOPHRM 4999,,3143.0,B,,,,,,S.Kolb,0,10
BIOPHRM 4999,,2438.0,B,,,,,,J.Kuret,0,10
BIOPHRM 4999,,2441.0,B,,,,,,M.Mihaylova,1,10
BIOPHRM 4999,,2442.0,B,,,200A-0100,,,A.Burghes,0,10
BIOPHRM 4999H,,2439.0,B,,,,,,J.Kuret,0,10
BIOPHRM 4999H,,2443.0,B,,,,,,L.Wu,0,10
BIOPHRM 4999H,,2444.0,B,,,,,,S.Kolb,0,10
BIOPHRM 5050,,2720.0,L,,,,ONLINE,,F.Villamena,20,40
BIOPHRM 5050,,2719.0,L,,,,ONLINE,,F.Villamena,0,4
BIOPHRM 5050,,1725.0,L,,,,ONLINE,,F.Villamena,6,6
BIOPHRM 5300,,2636.0,L,,,,ONLINE,,{7W1} H.Gu,11,30
BIOPHRM 5300,,2637.0,L,,,,ONLINE,,{7W2} H.Gu,7,30
BIOPHRM 5300,,2638.0,L,,,,ONLINE,,{7W1} H.Gu,4,30
BIOPHRM 5300,,2639.0,L,,,,ONLINE,,{7W2} H.Gu,2,30
BIOPHRM 5400,,2688.0,L,,,,ONLINE,,{7W1} H.Gu,10,20
BIOPHRM 5400,,2689.0,L,,,,ONLINE,,{7W2} H.Gu,18,20
BIOPHRM 5400,,2686.0,L,,,,ONLINE,,{7W1} H.Gu,6,20
BIOPHRM 5400,,2687.0,L,,,,ONLINE,,{7W2} H.Gu,2,20
BIOPHRM 5500,,2692.0,L,,,,ONLINE,,{7W1} H.Gu,17,20
BIOPHRM 5500,,2693.0,L,,,,ONLINE,,{7W2} H.Gu,10,20
BIOPHRM 5500,,2690.0,L,,,,ONLINE,,{7W1} H.Gu,3,20
BIOPHRM 5500,,2691.0,L,,,,ONLINE,,{7W2} H.Gu,0,20
BIOPHRM 5555,,3146.0,L,,M W F,020A,,,"M.Parthun, L.Tu, C.Lio, P.Collins",2,30
BIOPHRM 5555,,3145.0,L,,M W F,020A,,,"M.Parthun, L.Tu, C.Lio, P.Collins",0,30
BIOPHRM 5555,,3144.0,L,,M W F,020A,BI0668,,"M.Parthun, C.Lio, L.Tu, P.Collins",8,30
BIOPHRM 5600,,1548.0,L,,,,ONLINE,,K.Mykytyn,32,117
BIOPHRM 5600,,2184.0,L,,,,ONLINE,,K.Mykytyn,15,117
BIOPHRM 5824,,2721.0,L,,,,ONLINE,,{7W1} H.Gu,50,30
BIOPHRM 5824,,2722.0,L,,,,ONLINE,,{7W2} H.Gu,39,30
BIOPHRM 5824,,2640.0,L,,,,ONLINE,,{7W1} H.Gu,6,20
BIOPHRM 5824,,2641.0,L,,,,ONLINE,,{7W2} H.Gu,3,20
BIOPHRM 5852,,2446.0,R,,,,,,,0,0
BIOPHRM 5852,,2445.0,R,,,,,,,0,0
BIOPHRM 6850,,1772.0,S,,W,200P-0100,RH0102,,M.Parthun,5,20
BIOPHRM 7510,,1743.0,R,,R,400P-0550,HM0280,,F.Villamena,65,70
BIOPHRM 7807,,1727.0,L,,M W F,910A,BI0609,,"D.Chandler, A.Hopper, G.Singh, W.Tang, M.Kearse",4,20
BIOPHRM 8999,,1749.0,B,,,,,,M.Parthun,2,10
BIOPHRM 8999,,1757.0,B,,,,,,C.Gu,3,10
BIOPHRM 8999,,1758.0,B,,,,,,T.Fu,0,10
BIOPHRM 8999,,1759.0,B,,,,,,C.Bell,3,10
BIOPHRM 8999,,1760.0,B,,,,,,A.Burghes,0,10
BIOPHRM 8999,,1750.0,B,,,,,,J.Goldman,0,10
BIOPHRM 8999,,1761.0,B,,,,,,G.Kyriazis,2,10
BIOPHRM 8999,,1754.0,B,,,,,,W.Tang,4,10
BIOPHRM 8999,,1763.0,B,,,,,,M.Kearse,3,10
BIOPHRM 8999,,1762.0,B,,,,,,S.Kolb,1,10
BIOPHRM 8999,,1764.0,B,,,,,,J.Kuret,3,10
BIOPHRM 8999,,1765.0,B,,,,,,L.Tu,0,10
BIOPHRM 8999,,1766.0,B,,,,,,M.Freitas,2,10
BIOPHRM 8999,,1751.0,B,,,,,,,0,10
BIOPHRM 8999,,1752.0,B,,,,,,,0,10
BIOPHRM 8999,,1767.0,B,,,,,,,0,10
BIOPHRM 8999,,1768.0,B,,,,,,K.Mehta,0,10
BIOPHRM 8999,,1753.0,B,,,,,,M.Mihaylova,2,10
BIOPHRM 8999,,2172.0,B,,,,,,K.Mykytyn,0,10
BIOPHRM 8999,,2125.0,B,,,,,,,0,10
BIOPHRM 8999,,1726.0,B,,,,,,,0,10
BIOPHRM 8999,,2170.0,B,,,,,,,0,10
BIOPHRM 8999,,2171.0,B,,,,,,,0,10
BIOPHRM 8999,,2173.0,B,,,,,,,0,10
BIOPHRM 8999,,1770.0,B,,,,,,F.Villamena,0,10
BIOPHRM 8999,,1771.0,B,,,,,,,0,10
BIOPHRM 8999,,3631.0,B,,,,ONLINE,,J.Kuret,0,2
BIOPHRM 8999,,1769.0,B,,,,,,L.Wu,0,10
BIOPHRM 8999,,1755.0,B,,,,,,,0,10
LATIN 1101.01,,20028.0,S,,MTWR,910A,EC0211,,M.Esposito,6,18
LATIN 1101.01,,20029.0,S,,,,,,,0,18
LATIN 1101.01,,20030.0,S,,MTWR,130A,DU0020,,T.Lee,10,18
LATIN 1102.01,,20032.0,S,,MTWR,910A,EC0209,,B.John,11,18
LATIN 1102.01,,20031.0,S,,MTWR,020A,EC0211,,R.Knodel,18,18
LATIN 1102.01,,20033.0,S,,MTWR,130A,EC0254,,R.Knodel,17,18
LATIN 1103,,26087.0,S,,M W F,910A,EC0306,,C.Parks,4,18
LATIN 1103,,34633.0,S,,M W F,020A,EC0248,,M.Amey,18,18
LATIN 1103,,26088.0,S,,M W F,130A,EC0312,,J.Grant-Gubbins,8,18
LATIN 2104,,34903.0,L,,T R,110A-1230,EC0348,,F.Coulson,8,10
LATIN 5013,,34904.0,S,,W F,110A-1230,DU0027,,A.Ross,3,20
LATIN 5013,,34905.0,S,,W F,110A-1230,DU0027,,A.Ross,0,20
LATIN 6892,,34906.0,S,,T R,245P-0235,UH0448,,H.Fertik,9,15
LATIN 6894,,29154.0,W,,F,145P-0245,UH0450A,,W.Little,4,10
LATIN 7890,,29793.0,S,,M,245P-0330,UH0448,,F.Coulson,7,15
INTMED 4999,,3285.0,B,,,,,,N.Muthusamy,0,5
INTMED 4999,,3426.0,B,,,,,,F.Cottini,0,5
INTMED 4999,,3662.0,B,,,,,,P.Ranganathan,0,5
INTMED 7010,,2344.0,L,,W,000A-1150,,,"{7W1} D.Allain, J.Westman",12,12
INTMED 7030,,2345.0,L,,W,800A-0950,,,"P.Brock, K.Shane-Carson, R.Barnett (SI)",12,12
INTMED 7050,,2346.0,L,,F,100P-0250,,,"A.Aeilts, L.Byrne",12,12
INTMED 7090,,2452.0,L,,F,800A-1050,,,"D.Allain, J.Brown",10,11
INTMED 7100.01,,2347.0,L,,F,950A-1050,,,"{7W1} A.Spitale, D.Allain",0,0
INTMED 7100.01,,3284.0,L,,F,000A-1150,,,{7W2} A.Spitale,0,0
INTMED 7100.02,,2392.0,L,,W,100P-0250,,,{7W2} E.Jordan,0,0
INTMED 7100.03,,2348.0,L,,W,100P-0250,,,"{7W1} S.Garner, A.Siemon",0,0
INTMED 7100.04,,2393.0,L,,M,800A-0950,,,{7W2} H.Doll,0,0
INTMED 7100.04,,3283.0,L,,F,000A-1150,,,{7W1} J.Cooper,0,0
INTMED 7100.05,,3485.0,L,,F,000A-1150,,,"E.Jordan, K.Shane-Carson",12,12
INTMED 7189.02,,2349.0,C,,,,,,{7W1} J.Brown,12,12
INTMED 7189.03,,2394.0,C,,,,,,"{7W2} J.Brown, D.Allain (SI)",12,12
INTMED 7189.07,,37930.0,C,,,,,,{7W1} J.Brown,0,0
INTMED 7189.08,,2455.0,C,,,,,,{7W1} J.Brown,10,11
INTMED 7189.09,,2454.0,C,,,,,,"{7W2} J.Brown, D.Allain (SI)",10,11
INTMED 7200.02,,3486.0,L,,F,800A-0950,,,"V.Frumkin, P.Brock",12,12
INTMED 7891.02,,2457.0,L,,W,300P-0400,,,P.Parker,22,22
INTMED 8010,,2453.0,L,,F,100A-1250,,,"{7W1} L.Senter-Jamieson, J.Cooper",10,11
ESEPOL 6000,,37303.0,L,,M,430P-0650,RA0336,,R.McMillian,11,15
ESEPOL 7100,,15558.0,W,,T,430P-0650,SH0245,,A.Allen,13,25
ESEPOL 8286,,15762.0,L,,,,,,,0,20
ESEPOL 8312,,35042.0,L,,R,430P-0650,RA0136,,A.Allen,17,24
ESEPOL 8895,,15745.0,S,,,,,,,0,25
PATHOL 3900,,3214.0,L,,,,ONLINE,,"S.Oghumu, N.Santoso",23,30
PATHOL 4992,,2825.0,L,,MTWRF,200P-0400,,,"B.Whitaker, A.Keller, L.Elliott",1,6
PATHOL 4992,,2824.0,L,,,,,,,0,0
PATHOL 6640,,2728.0,L,,T R,150P-0320,HM0385,,"S.Oghumu, A.Vilgelm, A.Keller, E.Marcellus",7,30
PATHOL 7750,,3229.0,C,,W,400P-0500,,,"D.Thomas, A.Keller, J.Bowers, S.Ahmadian",0,4
PATHOL 7999,,1521.0,B,,,,,,X.Bai,0,10
PATHOL 7999,,1522.0,B,,,,,,T.Prior,0,10
PATHOL 7999,,1523.0,B,,,,,,J.Otero,0,10
PATHOL 7999,,1524.0,B,,,,,,D.Sedmak,0,10
PATHOL 7999,,1525.0,B,,,,,,R.Ganju,0,10
PATHOL 7999,,1526.0,B,,,,,,W.Waldman,0,10
PATHOL 7999,,1527.0,B,,,,,,W.Frankel,0,10
PATHOL 7999,,1528.0,B,,,,,,J.Gastier-Foster,0,10
PATHOL 7999,,1529.0,B,,,,,,H.Wu,0,10
PATHOL 7999,,1530.0,B,,,,,,A.Suarez,0,10
PATHOL 7999,,1531.0,B,,,,,,K.Ghoshal,0,10
PATHOL 7999,,1532.0,B,,,,,,,0,10
PATHOL 7999,,1533.0,B,,,,,,,0,10
PATHOL 7999,,1534.0,B,,,,,,,0,10
PATHOL 7999,,1535.0,B,,,,,,,0,10
PATHOL 7999,,1536.0,B,,,,,,,0,10
PATHOL 7999,,1537.0,B,,,,,,,0,10
PATHOL 7999,,1538.0,B,,,,,,,0,10
PATHOL 7999,,1539.0,B,,,,,,,0,10
PATHOL 7999,,1540.0,B,,,,,,,0,10
PATHOL 8850,,1520.0,L,,T,200P-0100,,,"S.Oghumu, J.Zhu, A.Keller, E.Marcellus",13,50
EALL 1231,,19076.0,L,,M,130A-0135,ONLINE,,"N.Tewksbury, M.Bender, N.Allaman",245,251
EALL 3405,,28796.0,L,,T R,220P-0340,ML0125,,J.Wang,35,40
EALL 7701,,34851.0,L,,T R,355P-0515,JR0291,,E.Yuasa,5,15
EALL 7705,,34852.0,L,,T R,220P-0340,HH0050,,X.Jian,6,15
EALL 7705,,34853.0,L,,T,430P-0530,DB0060,,H.Kim,1,15
EALL 7706,,35195.0,L,,,,,,D.Pyun,0,3
EALL 7706,,37860.0,L,,,,,,M.Chan,1,2
EALL 7897,,37526.0,L,,M,900A,HH0159,,M.Curley,9,12
BIOCHEM 4511,,17845.0,L,,M W F,020A,JE0001,,J.Cogan,149,175
BIOCHEM 4511,,17847.0,R,(17845),T,910A,BI0668,,M.Basnet (TA),24,25
BIOCHEM 4511,,17848.0,R,(17845),T,020A,BI0668,,M.Basnet (TA),24,25
BIOCHEM 4511,,17849.0,R,(17845),T,130A,BI0676,,M.Basnet (TA),23,25
BIOCHEM 4511,,17850.0,R,(17845),T,240P,BI0676,,Y.Liu (TA),23,25
BIOCHEM 4511,,21343.0,R,(17845),T,300P,BI0676,,Y.Liu (TA),18,25
BIOCHEM 4511,,17851.0,R,(17845),R,300P,BI0676,,Y.Liu (TA),23,25
BIOCHEM 4511,,17852.0,R,(17845),R,800A,JE0050,,P.Nicolosi (TA),14,25
BIOCHEM 4511,,17853.0,R,(17845),R,130A,,,,0,25
BIOCHEM 4511,,17846.0,L,,T R,220P-0340,JE0001,,T.Magliery,216,224
BIOCHEM 4511,,17854.0,R,(17846),M,240P,BI0676,,A.Jorden (TA),27,28
BIOCHEM 4511,,17857.0,R,(17846),M,150P,BI0676,,A.Jorden (TA),26,28
BIOCHEM 4511,,21348.0,R,(17846),M,300P,BI0668,,J.Wroblewski (TA),27,28
BIOCHEM 4511,,17855.0,R,(17846),W,240P,BI0676,,J.Wroblewski (TA),27,28
BIOCHEM 4511,,17858.0,R,(17846),W,150P,BI0676,,J.Wroblewski (TA),28,28
BIOCHEM 4511,,17859.0,R,(17846),W,300P,BI0668,,A.Jorden (TA),26,28
BIOCHEM 4511,,17856.0,R,(17846),F,240P,BI0676,,D.Munson (TA),28,28
BIOCHEM 4511,,21342.0,R,(17846),F,300P,BI0676,,R.Alurkar (TA),27,28
BIOCHEM 4511,,30583.0,R,(17846),F,150P,,,,0,0
BIOCHEM 4511,,26718.0,L,,T R,935A-1055,JE0001,,Z.Wu,244,250
BIOCHEM 4511,,26719.0,R,(26718),M,800A,BI0676,,J.Fioritto (TA),28,28
BIOCHEM 4511,,26720.0,R,(26718),M,910A,BI0676,,A.Antony chungath (TA),26,27
BIOCHEM 4511,,26721.0,R,(26718),M,020A,BI0676,,M.Castro Santiago (TA),28,29
BIOCHEM 4511,,26722.0,R,(26718),W,800A,BI0676,,J.Fioritto (TA),26,26
